ngram,prediction,freq,prop
listen,.,109,0.044435385
listen,to,2344,0.955564615
listened,to,705,1
listening,to,1677,1
little,.,676,0.084131923
little,bit,2556,0.318108276
little,boy,554,0.068948351
little,girl,892,0.111014312
little,more,1737,0.216179216
little,of,38,0.004729309
little,things,116,0.014436839
little,time,39,0.004853765
little,to,434,0.05401369
little,too,556,0.069197262
little,while,437,0.054387057
live,.,794,0.151642475
live,a,36,0.006875477
live,and,420,0.080213904
live,in,2905,0.554812834
live,on,370,0.070664629
live,with,711,0.13579068
lived,in,1059,1
lives,.,1773,0.442254926
lives,and,653,0.162883512
lives,in,869,0.216762285
lives,of,714,0.178099277
living,.,367,0.107467057
living,in,1960,0.573938507
living,room,1045,0.306002928
living,with,43,0.012591508
lo,.,622,1
load,of,74,1
loads,of,486,1
located,in,403,1
lol,.,1712,1
london,.,530,1
long,.,1555,0.14536786
long,ago,680,0.063569225
long,and,1006,0.094045059
long,as,2369,0.221463962
long,before,537,0.050200991
long,enough,614,0.057399271
long,run,37,0.003458914
long,term,320,0.029914929
long,time,2587,0.241843508
long,to,425,0.039730766
long,way,567,0.053005516
longer,.,538,0.45210084
longer,than,652,0.54789916
look,.,1213,0.078419964
look,and,282,0.018231187
look,around,234,0.015128006
look,at,6640,0.429273339
look,back,602,0.038919059
look,for,1332,0.086113266
look,forward,1141,0.073765193
look,in,156,0.010085337
look,into,115,0.007434704
look,like,2331,0.150698216
look,of,459,0.029674166
look,on,38,0.002456685
look,out,163,0.010537885
look,to,429,0.027734678
look,up,333,0.021528317
looked,at,1816,0.542089552
looked,like,1224,0.365373134
looked,up,310,0.092537313
looking,.,37,0.003881255
looking,at,2688,0.281967901
looking,back,309,0.032413721
looking,for,4021,0.421797965
looking,forward,1731,0.181579776
looking,like,37,0.003881255
looking,to,710,0.074478129
looks,at,197,0.079531692
looks,like,2280,0.920468308
lord,.,686,0.789413119
lord,and,183,0.210586881
los,angeles,779,1
loss,.,261,0.219327731
loss,of,929,0.780672269
lost,.,654,0.414186194
lost,a,72,0.04559848
lost,in,619,0.392020266
lost,my,79,0.050031666
lost,the,155,0.098163395
lot,.,1201,0.072149465
lot,about,540,0.032440226
lot,and,197,0.011834675
lot,more,1190,0.071488646
lot,of,12759,0.766490448
lot,to,759,0.04559654
lots,of,5665,1
loud,.,36,1
lov,.,110,1
love,.,3358,0.127763193
love,a,400,0.015218963
love,and,2408,0.091618156
love,for,1263,0.048053875
love,her,435,0.016550622
love,him,209,0.007951908
love,how,375,0.014267778
love,in,36,0.001369707
love,is,702,0.02670928
love,it,1930,0.073431496
love,love,100,0.003804741
love,me,119,0.004527641
love,my,652,0.024806909
love,of,1263,0.048053875
love,that,1190,0.045276414
love,the,3077,0.117071872
love,them,714,0.027165849
love,this,1189,0.045238367
love,to,3659,0.139215462
love,with,1702,0.064756687
love,you,1466,0.055777499
love,your,36,0.001369707
loved,.,88,0.037671233
loved,it,851,0.364297945
loved,ones,426,0.182363014
loved,the,971,0.415667808
lovely,.,79,1
loves,to,571,1
lu,.,130,1
luck,.,597,1
lucky,enough,312,0.588679245
lucky,to,218,0.411320755
lunch,.,544,0.665850673
lunch,and,273,0.334149327
m,.,502,0.565952649
m,a,89,0.100338219
m,not,102,0.114994363
m,so,91,0.10259301
m,the,103,0.116121759
ma,.,1337,1
machine,.,433,1
mad,.,41,1
made,.,1111,0.048384287
made,a,3452,0.150335337
made,an,231,0.010060099
made,and,192,0.008361641
made,by,903,0.039325843
made,for,1052,0.045814824
made,from,726,0.031617455
made,her,247,0.010756903
made,him,277,0.012063409
made,in,900,0.039195192
made,it,2791,0.121548646
made,me,2757,0.120067938
made,my,802,0.034927271
made,of,902,0.039282292
made,some,387,0.016853933
made,sure,112,0.004877624
made,the,2469,0.107525477
made,them,198,0.008622942
made,this,840,0.036582179
made,to,810,0.035275673
made,up,919,0.040022646
made,with,884,0.038498389
magazine,.,303,1
main,character,321,1
majority,of,1473,1
make,.,796,0.023731441
make,a,6619,0.197334685
make,an,757,0.02256872
make,and,115,0.003428537
make,any,117,0.003488164
make,for,285,0.00849681
make,her,394,0.011746467
make,him,157,0.004680699
make,it,5334,0.159024507
make,me,1791,0.053395743
make,my,906,0.027010912
make,one,70,0.002086936
make,our,45,0.001341602
make,sense,644,0.019199809
make,some,734,0.021883012
make,sure,3787,0.112903226
make,that,341,0.010166359
make,the,4085,0.12178761
make,their,408,0.012163854
make,them,1160,0.034583507
make,this,1204,0.035895295
make,up,1168,0.034822014
make,us,353,0.010524119
make,you,1345,0.04009898
make,your,927,0.027636992
makes,a,1120,0.140650509
makes,for,38,0.004772071
makes,it,1571,0.197287454
makes,me,2495,0.313324124
makes,sense,512,0.064297375
makes,the,1099,0.138013312
makes,them,263,0.033027753
makes,you,865,0.108627402
making,a,1709,0.312946347
making,it,1115,0.20417506
making,me,369,0.067570042
making,my,33,0.006042849
making,sure,507,0.092840139
making,the,1273,0.233107489
making,them,115,0.021058414
making,this,340,0.062259659
man,.,1894,0.287536056
man,and,925,0.140428116
man,i,37,0.005617125
man,in,745,0.113101564
man,is,568,0.086230454
man,of,325,0.049339608
man,to,110,0.01669956
man,was,149,0.022620313
man,who,1659,0.251859724
man,with,175,0.026567481
manage,to,752,1
managed,to,2521,1
manages,to,273,1
many,.,237,0.014898164
many,a,40,0.002514458
many,different,647,0.04067136
many,many,480,0.030173498
many,more,857,0.053872266
many,of,5112,0.32134775
many,other,1119,0.070341966
many,others,486,0.030550666
many,people,2391,0.150301735
many,things,934,0.058712597
many,times,1534,0.096429469
many,ways,726,0.045637415
many,years,1345,0.084548655
march,.,878,1
mark,.,211,1
market,.,929,0.926221336
market,and,74,0.073778664
marriage,.,430,1
married,.,80,0.350877193
married,to,148,0.649122807
martha,stewart,71,1
match,the,36,1
matter,.,1080,0.221130221
matter,how,1343,0.274979525
matter,of,1245,0.254914005
matter,what,1216,0.248976249
matters,.,121,1
may,.,1239,0.081944444
may,also,149,0.009854497
may,be,6149,0.406679894
may,have,3474,0.229761905
may,need,36,0.002380952
may,not,2906,0.192195767
may,or,306,0.020238095
may,seem,185,0.01223545
may,th,552,0.036507937
may,well,124,0.008201058
maybe,.,173,0.041437126
maybe,a,650,0.155688623
maybe,even,418,0.10011976
maybe,i,1030,0.246706587
maybe,it,712,0.170538922
maybe,itus,38,0.009101796
maybe,not,198,0.04742515
maybe,the,525,0.125748503
maybe,they,36,0.008622754
maybe,we,40,0.009580838
maybe,you,355,0.08502994
me,.,21232,0.223867063
me,a,4692,0.049471753
me,about,1120,0.011809114
me,all,366,0.00385905
me,an,561,0.005915101
me,and,6950,0.073279771
me,as,1829,0.019284705
me,at,1248,0.013158727
me,back,724,0.007633749
me,because,683,0.007201451
me,but,1458,0.015372936
me,by,580,0.006115434
me,down,310,0.003268594
me,feel,1259,0.01327471
me,for,1806,0.019042196
me,from,1077,0.011355728
me,he,397,0.004185909
me,how,902,0.009510554
me,i,2606,0.027477278
me,if,952,0.010037747
me,in,3104,0.032728116
me,into,546,0.005756943
me,is,982,0.010354063
me,it,945,0.00996394
me,just,388,0.004091015
me,know,1358,0.014318551
me,like,572,0.006031083
me,more,207,0.002182577
me,my,517,0.005451171
me,not,235,0.002477805
me,of,1641,0.017302461
me,off,463,0.004881803
me,on,1594,0.0168069
me,or,622,0.006558276
me,out,1017,0.010723097
me,over,188,0.001982244
me,so,1152,0.012146517
me,some,634,0.006684802
me,tell,350,0.003690348
me,th,104,0.001096561
me,that,4562,0.048101052
me,the,2714,0.028616014
me,there,37,0.000390123
me,they,40,0.000421754
me,think,479,0.005050505
me,thinking,44,0.000463929
me,this,905,0.009542186
me,through,322,0.00339512
me,to,11574,0.122034542
me,too,77,0.000811877
me,u,115,0.001212543
me,up,1031,0.010870711
me,want,371,0.003911769
me,was,614,0.006473925
me,what,819,0.008635415
me,when,976,0.010290799
me,with,1839,0.019390144
me,wrong,525,0.005535522
me,you,427,0.004502225
meal,.,492,1
mean,.,669,0.245054945
mean,i,449,0.164468864
mean,that,948,0.347252747
mean,the,167,0.061172161
mean,to,426,0.156043956
mean,you,71,0.026007326
meaning,.,37,0.063793103
meaning,of,543,0.936206897
means,.,333,0.085057471
means,for,47,0.012005109
means,i,389,0.09936143
means,of,655,0.167305236
means,that,1534,0.391826309
means,the,148,0.037803321
means,to,809,0.206641124
meant,that,282,0.160592255
meant,to,1474,0.839407745
meat,.,76,0.365384615
meat,so,132,0.634615385
media,.,553,0.582718651
media,and,396,0.417281349
medium,heat,193,1
meet,the,626,1
meeting,.,198,0.567335244
meeting,with,151,0.432664756
member,of,1475,1
members,.,301,0.146329606
members,of,1756,0.853670394
memories,.,213,0.25508982
memories,of,622,0.74491018
memory,.,194,0.290854573
memory,of,473,0.709145427
men,.,843,0.288402326
men,and,1094,0.374273007
men,are,228,0.078002053
men,in,299,0.102292166
men,who,459,0.157030448
mental,health,284,1
mention,of,34,0.034552846
mention,that,446,0.453252033
mention,the,504,0.512195122
mentioned,in,419,0.688013136
mentioned,that,190,0.311986864
mess,.,280,1
message,.,408,1
met,.,113,0.322857143
met,with,237,0.677142857
method,of,152,1
meud,.,634,1
mi,.,323,1
middle,class,38,0.014542671
middle,east,302,0.115575966
middle,of,2239,0.856869499
middle,school,34,0.013011864
midst,of,667,1
might,as,317,0.035245719
might,be,4604,0.51189682
might,even,69,0.007671781
might,have,2361,0.262508339
might,just,186,0.020680454
might,not,1269,0.141094063
might,want,188,0.020902824
miles,.,74,1
milk,.,544,0.595185996
milk,and,370,0.404814004
millions,of,945,1
mind,.,2318,0.504132231
mind,and,832,0.180948238
mind,is,252,0.054806438
mind,of,72,0.015658982
mind,that,745,0.162026968
mind,the,75,0.01631144
mind,to,109,0.023705959
mind,you,195,0.042409743
mine,.,1186,0.938291139
mine,and,78,0.061708861
minute,.,582,1
minutes,.,2889,0.450772351
minutes,and,599,0.093462319
minutes,before,248,0.038695584
minutes,later,292,0.04556093
minutes,of,673,0.105008582
minutes,or,786,0.122640037
minutes,to,727,0.113434233
minutes,until,195,0.030425963
miss,the,377,1
missed,the,230,1
missing,.,80,1
mistake,.,38,1
mitt,romney,36,1
mix,.,389,0.326616289
mix,of,766,0.643157011
mix,well,36,0.0302267
mixture,.,117,0.427007299
mixture,of,157,0.572992701
mo,.,856,1
model,.,43,1
mom,.,798,0.460473168
mom,and,935,0.539526832
moment,.,1576,0.40913811
moment,and,481,0.124870197
moment,i,539,0.13992731
moment,in,33,0.008566978
moment,of,769,0.199636552
moment,to,454,0.117860852
moments,.,149,0.227828746
moments,of,505,0.772171254
monday,.,702,1
money,.,1736,0.350636235
money,and,900,0.181781458
money,for,600,0.121187639
money,from,41,0.008281155
money,in,37,0.007473238
money,is,38,0.007675217
money,on,499,0.10078772
money,to,1100,0.222177338
month,.,1956,0.59183056
month,ago,38,0.011497731
month,and,598,0.180937973
month,i,77,0.023298033
month,of,636,0.192435703
months,.,1646,0.401757383
months,ago,966,0.23578228
months,and,641,0.156455943
months,later,109,0.026604833
months,of,701,0.171100805
months,to,34,0.008298755
mood,.,37,1
moon,.,207,1
more,.,4804,0.129268358
more,about,2026,0.054516589
more,and,2072,0.055754379
more,difficult,399,0.010736485
more,for,174,0.004682076
more,fun,332,0.008933617
more,i,789,0.021230794
more,important,719,0.0193472
more,importantly,510,0.013723327
more,in,759,0.02042354
more,information,742,0.019966095
more,interesting,319,0.008583806
more,like,1261,0.033931599
more,likely,824,0.022172591
more,money,299,0.008045637
more,of,3119,0.083927562
more,often,793,0.021338428
more,on,914,0.024594355
more,or,636,0.017113796
more,people,602,0.016198908
more,so,466,0.012539354
more,than,11845,0.318730996
more,time,1174,0.031590561
more,to,1585,0.042649948
morning,.,2202,0.511854951
morning,and,1045,0.242910274
morning,i,1021,0.237331474
morning,to,34,0.007903301
most,.,577,0.039961216
most,beautiful,38,0.002631761
most,famous,36,0.002493247
most,important,1328,0.091973128
most,importantly,314,0.021746658
most,likely,942,0.065239975
most,of,8316,0.575940162
most,part,750,0.051942655
most,people,1450,0.100422467
most,popular,281,0.019461182
most,recent,407,0.028187548
mostly,because,33,1
mother,.,865,0.41269084
mother,and,859,0.409828244
mother,of,372,0.177480916
mother's,day,645,1
mouth,.,606,1
move,.,515,0.233984552
move,forward,35,0.015901863
move,on,971,0.441163108
move,the,37,0.016810541
move,to,643,0.292139936
moved,in,73,0.064487633
moved,on,77,0.068021201
moved,to,982,0.867491166
movement,.,340,1
movie,.,1219,0.775445293
movie,and,72,0.045801527
movie,is,281,0.178753181
movies,.,437,0.923890063
movies,and,36,0.076109937
moving,.,38,0.195876289
moving,to,156,0.804123711
mr,.,120,1
mu,.,143,1
much,.,2731,0.102576623
much,a,232,0.008713942
much,about,833,0.03128756
much,and,569,0.021371695
much,as,3166,0.118915264
much,better,1462,0.054912861
much,but,203,0.0076247
much,easier,604,0.022686298
much,for,1211,0.045485276
much,fun,959,0.036020132
much,i,1119,0.042029748
much,in,654,0.024564303
much,less,466,0.017503005
much,like,862,0.032376803
much,longer,76,0.002854567
much,money,36,0.001352163
much,more,3898,0.146409255
much,needed,36,0.001352163
much,of,3339,0.125413161
much,so,77,0.002892127
much,that,586,0.022010216
much,the,633,0.023775541
much,time,946,0.035531851
much,to,1886,0.070838341
much,you,40,0.001502404
museum,of,36,1
music,.,1441,0.534099333
music,and,1028,0.38102298
music,in,37,0.013713862
music,is,192,0.071163825
must,admit,36,0.005467801
must,be,4201,0.638061968
must,have,2077,0.315461725
must,say,270,0.041008505
my,.,1775,0.016127567
my,arms,289,0.00262584
my,attention,459,0.004170452
my,baby,496,0.004506633
my,back,676,0.006142104
my,bed,143,0.001299291
my,best,1516,0.013774305
my,birthday,660,0.005996729
my,blog,2652,0.024095948
my,body,1354,0.012302381
my,book,770,0.006996184
my,books,34,0.000308922
my,brain,809,0.007350536
my,brother,927,0.008422679
my,camera,586,0.005324369
my,car,739,0.006714519
my,card,720,0.006541886
my,child,87,0.000790478
my,childhood,267,0.002425949
my,children,1101,0.010003634
my,computer,538,0.004888243
my,current,248,0.002253316
my,dad,1558,0.014155915
my,daughter,1398,0.012702162
my,day,839,0.007623115
my,dear,468,0.004252226
my,desk,159,0.001444667
my,dream,37,0.00033618
my,dreams,40,0.000363438
my,entire,153,0.001390151
my,experience,373,0.003389061
my,eye,503,0.004570234
my,eyes,1709,0.015527894
my,face,1136,0.010321643
my,family,2295,0.020852262
my,father,1070,0.00972197
my,favorite,4278,0.038869707
my,favorites,326,0.002962021
my,favourite,1242,0.011284754
my,feet,679,0.006169362
my,fellow,38,0.000345266
my,fingers,370,0.003361803
my,first,4007,0.036407414
my,friend,2313,0.02101581
my,friends,2199,0.019980011
my,future,38,0.000345266
my,goal,368,0.003343631
my,god,231,0.002098855
my,grandmother,156,0.001417409
my,hair,1087,0.009876431
my,hand,878,0.007977467
my,hands,1025,0.009313102
my,head,3057,0.027775759
my,heart,3129,0.028429947
my,home,763,0.006932582
my,house,1318,0.011975286
my,husband,3182,0.028911503
my,job,689,0.006260222
my,kids,1597,0.014510267
my,kitchen,76,0.000690532
my,last,1462,0.013283663
my,left,75,0.000681446
my,legs,241,0.002189715
my,life,6212,0.056441941
my,list,612,0.005560603
my,little,1513,0.013747047
my,local,74,0.000672361
my,love,701,0.006369253
my,mind,3282,0.029820098
my,mom,2408,0.021878975
my,most,226,0.002053425
my,mother,2001,0.018180992
my,mouth,591,0.005369798
my,mum,150,0.001362893
my,name,882,0.008013811
my,neck,35,0.000318008
my,new,2045,0.018580774
my,next,699,0.006351081
my,office,38,0.000345266
my,old,730,0.006632746
my,only,237,0.002153371
my,opinion,1125,0.010221697
my,other,657,0.005969471
my,own,5953,0.054088679
my,parents,1628,0.014791932
my,personal,717,0.006514628
my,phone,660,0.005996729
my,post,235,0.002135199
my,previous,274,0.002489551
my,readers,151,0.001371979
my,right,159,0.001444667
my,room,468,0.004252226
my,second,601,0.005460658
my,side,36,0.000327094
my,sister,1334,0.012120661
my,skin,264,0.002398692
my,son,1484,0.013483554
my,soul,505,0.004588406
my,stash,399,0.003625295
my,stomach,195,0.001771761
my,story,125,0.001135744
my,students,208,0.001889878
my,sweet,154,0.001399237
my,thoughts,777,0.007059786
my,time,1081,0.009821915
my,two,336,0.00305288
my,very,615,0.005587861
my,way,1540,0.013992368
my,whole,74,0.000672361
my,wife,907,0.008240959
my,work,986,0.00895875
my,writing,568,0.005160821
myself,.,2752,0.33096813
myself,a,468,0.056283824
myself,and,1209,0.14539988
myself,as,198,0.023812387
myself,for,359,0.043174985
myself,i,463,0.055682502
myself,in,761,0.091521347
myself,that,612,0.073601924
myself,to,1457,0.175225496
myself,with,36,0.004329525
n,.,409,0.234249714
n,a,33,0.018900344
n,he,86,0.049255441
n,i,512,0.293241695
n,if,38,0.021764032
n,it,45,0.025773196
n,the,233,0.133447881
n,though,55,0.031500573
n,we,179,0.102520046
n,you,156,0.089347079
na,.,178,1
name,.,1599,0.289936537
name,a,36,0.006527652
name,and,680,0.123300091
name,for,396,0.07180417
name,in,38,0.006890299
name,is,974,0.176609248
name,of,1674,0.303535811
name,was,118,0.021396192
names,.,113,0.369281046
names,of,193,0.630718954
nation,.,323,1
nature,.,717,0.348735409
nature,and,126,0.061284047
nature,of,1213,0.589980545
ne,.,542,1
near,future,37,0.026889535
near,the,1339,0.973110465
necessary,.,486,0.367624811
necessary,for,39,0.029500756
necessary,to,797,0.602874433
need,.,999,0.046870601
need,a,1889,0.088627193
need,for,1265,0.059350662
need,it,397,0.018626255
need,more,80,0.003753402
need,of,622,0.029182697
need,some,38,0.001782866
need,the,392,0.018391667
need,to,15632,0.733414657
needed,.,920,0.191826522
needed,a,701,0.14616347
needed,to,3175,0.662010008
needless,to,698,1
needs,.,593,0.140788224
needs,a,544,0.129154796
needs,and,35,0.008309592
needs,of,230,0.054605888
needs,to,2810,0.6671415
neither,of,82,1
network,of,38,1
never,.,38,0.004697157
never,be,1090,0.13473424
never,been,1530,0.189122373
never,ever,104,0.012855377
never,forget,192,0.023733004
never,get,210,0.025957973
never,got,193,0.023856613
never,had,866,0.107045735
never,have,829,0.102472188
never,heard,457,0.056489493
never,know,457,0.056489493
never,met,74,0.009147095
never,mind,37,0.004573548
never,really,790,0.097651422
never,seen,758,0.093695921
never,thought,465,0.057478368
new,.,750,0.072843823
new,and,906,0.087995338
new,book,198,0.019230769
new,friends,38,0.003690754
new,home,38,0.003690754
new,jersey,183,0.017773893
new,job,117,0.011363636
new,life,225,0.021853147
new,one,324,0.031468531
new,orleans,282,0.027389277
new,testament,38,0.003690754
new,things,214,0.020784771
new,to,630,0.061188811
new,world,77,0.007478632
new,year's,34,0.003302253
new,year,1091,0.105963481
new,york,4895,0.47542735
new,zealand,256,0.024864025
news,.,988,0.678571429
news,and,77,0.052884615
news,is,345,0.236950549
news,of,46,0.031593407
next,.,1011,0.090429338
next,day,1374,0.122898032
next,door,300,0.026833631
next,few,806,0.072093023
next,month,283,0.025313059
next,morning,455,0.040697674
next,time,1474,0.131842576
next,to,2446,0.218783542
next,two,37,0.003309481
next,week,1700,0.152057245
next,year,1294,0.115742397
ni,.,116,1
nice,.,851,0.284425134
nice,and,748,0.25
nice,to,1393,0.465574866
night,.,3800,0.461613217
night,and,1343,0.163143829
night,at,160,0.019436346
night,before,598,0.072643343
night,i,1044,0.126822157
night,in,416,0.0505345
night,of,408,0.049562682
night,to,82,0.009961127
night,was,113,0.013726919
night,we,79,0.009596696
night,with,189,0.022959184
nk,you,165,1
nks,for,33,1
no,.,4324,0.162415956
no,doubt,1249,0.046914322
no,i,749,0.028133569
no,idea,2180,0.081884085
no,less,164,0.006160087
no,longer,3662,0.137550239
no,matter,2777,0.104308305
no,more,1663,0.062464786
no,need,637,0.02392668
no,no,79,0.002967359
no,one,4672,0.175487361
no,other,814,0.030575067
no,problem,476,0.017879277
no,real,229,0.008601585
no,reason,559,0.020996882
no,such,232,0.00871427
no,time,601,0.022574466
no,way,1360,0.051083649
no,wonder,196,0.007362055
none,of,1884,0.971634863
none,repeat,55,0.028365137
nor,a,74,0.389473684
nor,i,116,0.610526316
normal,.,443,1
north,america,82,0.12041116
north,carolina,378,0.555066079
north,dakota,221,0.324522761
nose,.,71,1
not,.,3699,0.03994471
not,a,7694,0.083085861
not,about,590,0.006371284
not,all,1284,0.013865642
not,allowed,77,0.000831507
not,alone,37,0.000399555
not,always,909,0.009816097
not,an,1211,0.01307733
not,and,36,0.000388756
not,as,1708,0.018444327
not,at,781,0.008433852
not,bad,41,0.00044275
not,be,5652,0.06103474
not,because,778,0.008401456
not,been,1369,0.014783538
not,being,1160,0.012526592
not,believe,256,0.002764489
not,but,37,0.000399555
not,by,122,0.001317452
not,come,166,0.001792599
not,do,496,0.005356198
not,doing,174,0.001878989
not,easy,34,0.000367159
not,enough,792,0.008552639
not,entirely,37,0.000399555
not,even,2061,0.022256298
not,everyone,37,0.000399555
not,exactly,505,0.005453387
not,for,1288,0.013908837
not,from,39,0.000421153
not,get,857,0.00925456
not,getting,114,0.001231062
not,give,77,0.000831507
not,go,447,0.004827057
not,going,2191,0.023660141
not,good,475,0.005129423
not,have,3890,0.042007278
not,having,677,0.007310778
not,i,234,0.002526916
not,in,2194,0.023692537
not,it,35,0.000377958
not,just,3216,0.034728896
not,know,1293,0.013962831
not,knowing,182,0.001965379
not,least,69,0.000745116
not,let,152,0.001641416
not,like,1242,0.013412092
not,make,639,0.006900424
not,mean,276,0.002980465
not,much,960,0.010366835
not,my,919,0.009924085
not,necessarily,666,0.007191992
not,need,296,0.003196441
not,on,626,0.00676004
not,one,972,0.01049642
not,only,5653,0.061045538
not,quite,995,0.010744792
not,really,1658,0.017904388
not,saying,430,0.004643478
not,see,518,0.005593771
not,seen,40,0.000431951
not,so,2169,0.023422567
not,something,372,0.004017148
not,sure,3451,0.037266611
not,take,387,0.00417913
not,that,2293,0.024761617
not,the,5969,0.064457955
not,think,225,0.002429727
not,to,7709,0.083247843
not,too,1346,0.014535166
not,very,663,0.007159595
not,want,1126,0.012159433
not,what,773,0.008347462
not,yet,866,0.009351749
not,your,191,0.002062568
note,.,76,0.059282371
note,i,157,0.122464899
note,that,810,0.631825273
note,the,206,0.160686427
note,to,33,0.02574103
noted,that,290,1
notes,.,194,1
nothing,.,1231,0.204383198
nothing,about,187,0.031047651
nothing,but,832,0.138137141
nothing,else,532,0.088328076
nothing,in,84,0.013946538
nothing,is,360,0.059770878
nothing,like,284,0.047152582
nothing,more,754,0.125186784
nothing,to,1759,0.292047153
notice,.,34,0.04934688
notice,that,454,0.65892598
notice,the,201,0.291727141
noticed,that,752,0.943538269
noticed,the,45,0.056461731
novel,.,761,0.95125
novel,is,39,0.04875
november,.,476,1
now,.,7911,0.254782609
now,a,762,0.024541063
now,and,2639,0.084991948
now,as,359,0.011561997
now,but,748,0.024090177
now,for,669,0.021545894
now,has,36,0.00115942
now,have,756,0.024347826
now,he,148,0.004766506
now,i'm,672,0.021642512
now,i,4461,0.143671498
now,if,422,0.013590982
now,in,851,0.027407407
now,is,880,0.028341385
now,it's,161,0.005185185
now,it,737,0.02373591
now,ium,411,0.013236715
now,my,170,0.00547504
now,on,715,0.023027375
now,so,160,0.005152979
now,that,2821,0.090853462
now,the,1514,0.048760064
now,there,33,0.001062802
now,they,163,0.005249597
now,this,329,0.010595813
now,to,616,0.019838969
now,we,990,0.031884058
now,with,119,0.003832528
now,you,797,0.025668277
nuclear,power,37,1
number,.,484,0.078635256
number,of,5264,0.855239643
number,one,407,0.066125102
numbers,.,124,0.62
numbers,of,76,0.38
ny,.,620,1
o,.,539,1
ob,.,108,1
obsessed,with,548,1
occasion,.,35,1
october,.,523,1
of,.,4236,0.008345137
of,a,33878,0.066741397
of,about,129,0.000254137
of,action,275,0.000541764
of,all,7368,0.014515338
of,america,561,0.001105199
of,american,478,0.000941685
of,an,4925,0.009702503
of,and,1041,0.002050823
of,another,638,0.001256893
of,any,1994,0.003928282
of,anything,504,0.000992906
of,april,159,0.000313238
of,art,806,0.001587861
of,bed,183,0.000360519
of,beer,586,0.00115445
of,being,3163,0.006231272
of,black,531,0.001046097
of,blood,72,0.000141844
of,books,831,0.001637113
of,both,887,0.001747435
of,bread,38,7.49E-05
of,business,233,0.000459022
of,california,44,8.67E-05
of,chicago,365,0.000719069
of,children,492,0.000969265
of,choice,246,0.000484633
of,christ,893,0.001759256
of,christmas,116,0.000228526
of,co,66,0.000130023
of,coffee,436,0.000858942
of,color,464,0.000914104
of,consciousness,37,7.29E-05
of,control,330,0.000650117
of,course,11940,0.023522412
of,day,288,0.000567375
of,days,949,0.001869579
of,death,611,0.001203701
of,different,782,0.00154058
of,doing,634,0.001249013
of,dollars,358,0.000705278
of,each,1637,0.003224974
of,education,75,0.000147754
of,energy,492,0.000969265
of,events,296,0.000583135
of,every,836,0.001646963
of,everything,518,0.001020487
of,faith,530,0.001044127
of,family,111,0.000218676
of,fear,157,0.000309298
of,five,37,7.29E-05
of,food,845,0.001664693
of,four,362,0.000713159
of,freedom,38,7.49E-05
of,fresh,242,0.000476752
of,friends,559,0.001101259
of,fun,1196,0.002356181
of,getting,890,0.001753346
of,god,3303,0.006507079
of,godus,270,0.000531914
of,going,262,0.000516153
of,good,895,0.001763196
of,government,282,0.000555554
of,great,824,0.001623322
of,having,1034,0.002037033
of,heaven,112,0.000220646
of,her,7391,0.014560649
of,high,328,0.000646177
of,him,1633,0.003217094
of,his,11155,0.021975922
of,history,414,0.000815601
of,hope,118,0.000232466
of,hours,368,0.000724979
of,how,2573,0.005068942
of,human,837,0.001648933
of,humanity,38,7.49E-05
of,humor,35,6.90E-05
of,i,72,0.000141844
of,ideas,39,7.68E-05
of,in,270,0.000531914
of,information,658,0.001296294
of,interest,413,0.000813631
of,israel,367,0.000723009
of,it,8569,0.016881369
of,its,3122,0.0061505
of,jesus,1051,0.002070524
of,joy,227,0.000447202
of,just,615,0.001211582
of,justice,74,0.000145784
of,knowledge,39,7.68E-05
of,last,403,0.000793931
of,late,278,0.000547674
of,law,507,0.000998816
of,life,2938,0.005788011
of,light,719,0.001416467
of,like,487,0.000959415
of,little,188,0.00037037
of,living,645,0.001270683
of,local,74,0.000145784
of,love,1439,0.002834904
of,making,807,0.001589831
of,man,158,0.000311268
of,many,1045,0.002058704
of,may,235,0.000462962
of,me,3385,0.006668624
of,men,499,0.000983056
of,mind,386,0.00076044
of,mine,1535,0.003024029
of,modern,110,0.000216706
of,money,1167,0.00229905
of,months,326,0.000642237
of,more,442,0.000870763
of,most,38,7.49E-05
of,mr,37,7.29E-05
of,music,658,0.001296294
of,my,25413,0.050064913
of,myself,675,0.001329785
of,nature,165,0.000325058
of,new,1757,0.00346138
of,no,195,0.00038416
of,not,600,0.001182031
of,old,592,0.00116627
of,one,2069,0.004076036
of,other,1815,0.003575643
of,others,864,0.001702124
of,our,10359,0.020407761
of,pain,35,6.90E-05
of,paper,709,0.001396766
of,peace,76,0.000149724
of,people,4366,0.008601244
of,political,115,0.000226556
of,power,481,0.000947595
of,public,383,0.00075453
of,questions,37,7.29E-05
of,reading,226,0.000445232
of,reality,38,7.49E-05
of,reasons,37,7.29E-05
of,red,243,0.000478722
of,running,35,6.90E-05
of,school,479,0.000943655
of,science,35,6.90E-05
of,seeing,35,6.90E-05
of,self,37,7.29E-05
of,several,307,0.000604806
of,snow,35,6.90E-05
of,social,589,0.00116036
of,society,41,8.08E-05
of,some,2038,0.004014965
of,someone,249,0.000490543
of,something,807,0.001589831
of,sorts,76,0.000149724
of,south,122,0.000240346
of,space,40,7.88E-05
of,spring,106,0.000208825
of,st,77,0.000151694
of,state,339,0.000667847
of,stuff,478,0.000941685
of,success,42,8.27E-05
of,such,999,0.001968081
of,sugar,38,7.49E-05
of,summer,36,7.09E-05
